Full Text Tweet;Datum und Uhrzeit
"The Democrat’s Best &amp; Finest! https://t.co/xAmbP1Nnm0";25-Mar-2020 (12:14:57.000000)
Gee, that’s too bad. Such a fine guy. Presidential aspirations you know! https://t.co/MgOWgAzMxs;25-Mar-2020 (11:47:26.000000)
This is really great news! I am so happy I can barely speak. He may have been a terrible presidential candidate and an even worse U.S. Senator, but he is a RINO, and I like him a lot! https://t.co/42zpWW9vzy;25-Mar-2020 (11:36:48.000000)
"I am working very hard to help New York City &amp; State. Dealing with both Mayor &amp; Governor and producing tremendously for them, including four new medical centers and four new hospitals. Fake News that I won’t help them because I don’t like Cuomo (I do). Just sent 4000 ventilators!";25-Mar-2020 (10:40:52.000000)
“President Trump’s decision to very early on restrict travel from China saved tens of thousands of lives.”  @LouDobbs @FoxBusiness;25-Mar-2020 (10:14:23.000000)
https://t.co/ytgBP3hJv1;24-Mar-2020 (19:50:00.000000)
https://t.co/mDc66ML7rF;24-Mar-2020 (19:31:27.000000)
Price transparency is so important for the people of our Country. In many ways, it will prove to be as important as healthcare itself. A great issue for both Republicans and Democrats. Hopefully it will be approved!;24-Mar-2020 (19:08:11.000000)
Will be doing a Town Hall on @FoxNews at 12:05 P.M. (Now). I will go on around 1:00 P.M. Enjoy!;24-Mar-2020 (16:04:37.000000)
"Our people want to return to work. They will practice Social Distancing and all else, and Seniors will be watched over protectively &amp; lovingly. We can do two things together. THE CURE CANNOT BE WORSE (by far) THAN THE PROBLEM! Congress MUST ACT NOW. We will come back strong!";24-Mar-2020 (14:16:34.000000)
Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!;24-Mar-2020 (12:45:18.000000)
This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!;24-Mar-2020 (12:04:25.000000)
The Defense Production Act is in full force, but haven’t had to use it because no one has said NO! Millions of masks coming as back up to States.;24-Mar-2020 (12:00:33.000000)
Keep Charlie Number One. Great Book! https://t.co/fG7YXOCk9R;24-Mar-2020 (11:43:49.000000)
Thank you Kirstie! https://t.co/EHQHglKDCN;24-Mar-2020 (11:32:35.000000)
Buy the book and give Liz some Great Reviews! @OANN https://t.co/i43jDiSg1P;24-Mar-2020 (11:19:27.000000)
A respected coal miner and great dad! Rest In Peace! https://t.co/4xMeHJKxuk;24-Mar-2020 (10:58:35.000000)
The Media is hopeless. Too bad! https://t.co/VYXUbdO7Ms;24-Mar-2020 (10:51:45.000000)
Thank you Tony! https://t.co/U5XxzeQzXJ;24-Mar-2020 (10:48:15.000000)
The World market for face masks and ventilators is Crazy. We are helping the states to get equipment, but it is not easy. Just got 400 Ventilators for @NYCMayor Bill de Blasio. Work beginning on 4 hospitals in New York! Millions of different type items coming!;24-Mar-2020 (10:14:36.000000)
This will never be approved by me, or any other Republican! https://t.co/jWcGaS2QZC;24-Mar-2020 (04:16:29.000000)
The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!;24-Mar-2020 (03:43:45.000000)
"Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to win? They are asking for things that have nothing to do with our great workers or companies. They want Open Borders &amp; Green New Deal. Republicans shouldn’t agree!";24-Mar-2020 (03:33:07.000000)
....us since the beginning of this crisis.” They meant the opposite? Forgot to mention that I closed our Country to China (and Europe) very early, long before it was considered acceptable to do so. Sleepy Joe said I was “xenophobic”, but I saved thousands of lives! Fake News!;24-Mar-2020 (02:44:49.000000)
This is the way the @nytimes finished a story on me. “You can see the contrast between the steady, assured, informed and strong leadership that VP Biden (Sleepy Joe) has shown, and the bungling, chaotic and dishonest start-stop approach that Mr. (not Pres.) Trump has shown....;24-Mar-2020 (02:44:48.000000)
https://t.co/w36LLghHiA;24-Mar-2020 (00:24:59.000000)
....is NOT their fault in any way, shape, or form. They are working closely with us to get rid of it. WE WILL PREVAIL TOGETHER!;23-Mar-2020 (21:31:20.000000)
It is very important that we totally protect our Asian American community in the United States, and all around the world. They are amazing people, and the spreading of the Virus....;23-Mar-2020 (21:31:19.000000)
A great early result from a drug that will start tomorrow in New York and other places! #COVIDー19 https://t.co/4F4Qk4WFtK;23-Mar-2020 (16:05:53.000000)
"The New York Times changed headlines 3 times in order to satisfy the Radical Left. What should have been a good story got “worse &amp; worse”, until the headline alone made it very unfair. Fake &amp; Corrupt News that is very dangerous for our Country!";23-Mar-2020 (14:28:42.000000)
THIS IS WHY WE NEED BORDERS!;23-Mar-2020 (14:16:00.000000)
"STRONG &amp; UNITED, WE WILL PREVAIL! GOD BLESS THE USA!!//https://t.co/T6UCyaPRIy";23-Mar-2020 (13:07:55.000000)
https://t.co/AU2HE5cTTo;23-Mar-2020 (13:02:30.000000)
Robert, we will end up stronger than ever before. Thank you! https://t.co/4UfMaCmkg5;23-Mar-2020 (11:59:50.000000)
We will be guided by the wishes of Prime Minister Abe of Japan, a great friend of the United States and a man who has done a magnificent job on the Olympic Venue, as to attending the Olympic Games in Japan. He will make the proper decision!;23-Mar-2020 (11:53:55.000000)
WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!;23-Mar-2020 (03:50:20.000000)
"I watch and listen to the Fake News, CNN, MSDNC, ABC, NBC, CBS, some of FOX (desperately &amp; foolishly pleading to be politically correct), the @nytimes, &amp; the @washingtonpost, and all I see is hatred of me at any cost. Don’t they understand that they are destroying themselves?";23-Mar-2020 (03:28:00.000000)
My friend (always there when I’ve needed him!), Senator @RandPaul, was just tested “positive” from the Chinese Virus. That is not good! He is strong and will get better. Just spoke to him and he was in good spirits.;23-Mar-2020 (01:20:08.000000)
The hard working men and women of @UPS are working overtime to maintain our supply chain and deliver medical supplies to those in need. Your work is critical to the health of our nation, keep it up!;22-Mar-2020 (17:32:30.000000)
".@JBPritzker, Governor of Illinois, and a very small group of certain other Governors, together with Fake News @CNN &amp; Concast (MSDNC), shouldn’t be blaming the Federal Government for their own shortcomings. We are there to back you up should you fail, and always will be!";22-Mar-2020 (16:14:59.000000)
Working very well with States and our Nation’s Governors. #TEAMWORK;22-Mar-2020 (14:52:09.000000)
Thank you to Fred Smith and @FedEx for the rapid emergency deliveries you are making all over our Nation. Keep it going!;22-Mar-2020 (14:49:27.000000)
Ford, General Motors and Tesla are being given the go ahead to make ventilators and other metal products, FAST! @fema  Go for it auto execs, lets see how good you are? @RepMarkMeadows @GOPLeader @senatemajldr;22-Mar-2020 (14:25:16.000000)
So true! https://t.co/ZQYjDYCrj2;22-Mar-2020 (10:11:38.000000)
That doesn’t sound like Michael, does it? https://t.co/sHoTUU1paT;22-Mar-2020 (10:07:25.000000)
Maria is Great! https://t.co/nLSzlS0uDe;22-Mar-2020 (10:03:36.000000)
https://t.co/Dc5QLivHWH;22-Mar-2020 (03:56:31.000000)
Thank you @JennPellegrino @OANN https://t.co/5TLc8LpYIP;22-Mar-2020 (03:46:46.000000)
Thank you David, so true! https://t.co/dZNmUAVBO2;22-Mar-2020 (03:19:31.000000)
Thank you! https://t.co/RBqIR7wtPt;22-Mar-2020 (03:14:05.000000)
CHINESE VIRUS FACT CHECK https://t.co/qJugCylvE2;22-Mar-2020 (02:53:27.000000)
https://t.co/hOFQEf1hUM;21-Mar-2020 (20:55:14.000000)
https://t.co/IPslmvEFjA;21-Mar-2020 (20:38:21.000000)
....be put in use IMMEDIATELY. PEOPLE ARE DYING, MOVE FAST, and GOD BLESS EVERYONE! @US_FDA @SteveFDA @CDCgov @DHSgov;21-Mar-2020 (14:13:09.000000)
"HYDROXYCHLOROQUINE &amp; AZITHROMYCIN, taken together, have a real chance to be one of the biggest game changers in the history of medicine. The FDA has moved mountains - Thank You! Hopefully they will BOTH (H works better with A, International Journal of Antimicrobial Agents).....";21-Mar-2020 (14:13:08.000000)
Great story. Thank you to Mr. Young of Jonesboro, Arkansas! https://t.co/i9xH8VXfS2;21-Mar-2020 (13:21:10.000000)
https://t.co/MLLfFTqv19;21-Mar-2020 (01:58:56.000000)
https://t.co/2wAUfZwBsa;21-Mar-2020 (01:58:17.000000)
Today I spoke with our Nation’s Small Businesses, which employ nearly half of America’s workforce. We are taking the MOST aggressive action in history to deliver fast relief to your businesses and workers. We will always protect our Small Businesses! @SBAgov https://t.co/lf3y5iJ4hd;20-Mar-2020 (20:22:12.000000)
https://t.co/ytgBP3hJv1;20-Mar-2020 (18:45:23.000000)
A Great Guy! https://t.co/L3sjMW9Inw;20-Mar-2020 (04:41:00.000000)
Steve is one of the very best in the Senate. He is competing against a failed Democrat Presidential candidate who never got close to 1%, and was sent packing. Had to be talked into this run by Schumer. Bad for 2nd A! I strongly Endorse @SteveDaines! https://t.co/x8yD7bRTgN;20-Mar-2020 (04:37:18.000000)
https://t.co/xHttKvdJQy;19-Mar-2020 (23:31:33.000000)
America’s Private Sector is stepping up to help us be STRONG! Many of the Nation’s distillers, large and small, are producing and donating hand sanitizer to help fight #COVID19. THANK YOU! https://t.co/bcjKA9Janw;19-Mar-2020 (22:23:48.000000)
THANK YOU to our Police Officers, Fire Fighters, and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!;19-Mar-2020 (22:16:29.000000)
THANK YOU! #ThankATrucker https://t.co/VgzJ2LXXpi;19-Mar-2020 (22:13:19.000000)
SOCIAL DISTANCING! https://t.co/H2jR59wArx;19-Mar-2020 (14:24:39.000000)
We are going to WIN, sooner rather than later!;19-Mar-2020 (12:54:47.000000)
"STRONG &amp; UNITED, WE WILL PREVAIL! https://t.co/T6UCyaPRIy";18-Mar-2020 (21:48:42.000000)
I only signed the Defense Production Act to combat the Chinese Virus should we need to invoke it in a worst case scenario in the future. Hopefully there will be no need, but we are all in this TOGETHER!;18-Mar-2020 (21:37:22.000000)
Thank you @HerschelWalker! https://t.co/qBXOa4eJzY;18-Mar-2020 (20:50:43.000000)
Today I spoke with American physicians and nurses to thank them for their tireless work. Doctors and nurses are at the front lines of this war and are true American HEROES! With their help, America will WIN.;18-Mar-2020 (20:49:33.000000)
...It cannot overcome the dedication of our doctors, nurses, and scientists — and it cannot beat the LOVE, PATRIOTISM, and DETERMINATION of our citizens. Strong and United, WE WILL PREVAIL!;18-Mar-2020 (19:14:46.000000)
I want all Americans to understand: we are at war with an invisible enemy, but that enemy is no match for the spirit and resolve of the American people...;18-Mar-2020 (19:14:46.000000)
15 DAYS TO SLOW THE SPREAD! https://t.co/ytgBP3hJv1;18-Mar-2020 (18:40:10.000000)
Thank you to our great American businesses for going above and beyond to keep our most vulnerable citizens safe! https://t.co/BlV0E4r5IB;18-Mar-2020 (15:45:55.000000)
We will be, by mutual consent, temporarily closing our Northern Border with Canada to non-essential traffic. Trade will not be affected. Details to follow!;18-Mar-2020 (13:37:46.000000)
....Also, according to the Daily Caller, leading Sleepy Joe Biden in Florida, 48% to 42%.;18-Mar-2020 (13:30:02.000000)
"95% Approval Rating in the Republican Party, 53% overall. Not bad considering I get nothing but Fake &amp; Corrupt News, day and night. “Russia, Russia, Russia”, then “the Ukraine Scam (where’s the Whistleblower?)”, the “Impeachment Hoax”, and more, more, more....";18-Mar-2020 (13:29:58.000000)
The DNC will have gotten their fondest wish and defeated Bernie Sanders, far ahead of schedule. Now they are doing everything possible to be nice to him in order to keep his supporters. Bernie has given up, just like he did last time. He will be dropping out soon! MAGA/KAG;18-Mar-2020 (13:16:07.000000)
"I always treated the Chinese Virus very seriously, and have done a very good job from the beginning, including my very early decision to close the “borders” from China - against the wishes of almost all. Many lives were saved. The Fake News new narrative is disgraceful &amp; false!";18-Mar-2020 (11:46:33.000000)
I will be having a news conference today to discuss very important news from the FDA concerning the Chinese Virus!;18-Mar-2020 (11:12:49.000000)
"I will totally protect your Medicare &amp; Social Security!";18-Mar-2020 (10:53:58.000000)
For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!;18-Mar-2020 (10:41:14.000000)
https://t.co/6gD7l9Po59;17-Mar-2020 (20:12:55.000000)
The world is at war with a hidden enemy. WE WILL WIN!;17-Mar-2020 (19:31:33.000000)
Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS;17-Mar-2020 (13:34:01.000000)
Failing  Michigan Governor must work harder and be much more proactive. We are pushing her to get the job done. I stand with Michigan!;17-Mar-2020 (13:27:18.000000)
Cuomo wants “all states to be treated the same.” But all states aren’t the same. Some are being hit hard by the Chinese Virus, some are being hit practically not at all. New York is a very big “hotspot”, West Virginia has, thus far, zero cases. Andrew, keep politics out of it....;17-Mar-2020 (12:22:11.000000)
The “Times” is a disgrace to journalism! https://t.co/gfMc6fIbfI;17-Mar-2020 (03:27:51.000000)
Great news Lindsey! https://t.co/Fn8C7IoZaF;17-Mar-2020 (03:19:49.000000)
The United States will be powerfully supporting those industries, like Airlines and others, that are particularly affected by the Chinese Virus. We will be stronger than ever before!;16-Mar-2020 (22:51:54.000000)
I ask all Americans to band together and support your neighbors by not hoarding unnecessary amounts of food and essentials. TOGETHER we will stay STRONG and overcome this challenge!;16-Mar-2020 (20:29:46.000000)
Yesterday I spoke with the great American Grocers and Supply Chain Executives. We are confident that supply will continue to meet demand nationwide. These beacons of our community will remain open for you, no matter what. We are working hard to remove any barriers to that effort!;16-Mar-2020 (20:29:30.000000)
https://t.co/tit0HdkE4e;16-Mar-2020 (20:16:34.000000)
https://t.co/ZLmk41FA3H;16-Mar-2020 (20:16:23.000000)
Just had a  very good tele-conference with Nation’s Governors. Went very well. Cuomo of New York has to “do more”.;16-Mar-2020 (18:32:44.000000)
Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!;16-Mar-2020 (15:00:41.000000)
God Bless the USA!;16-Mar-2020 (12:41:22.000000)
https://t.co/HGMNIEImFT;16-Mar-2020 (03:34:33.000000)
I must say, that was a VERY boring debate. Biden lied when he said I want to cut Social Security and Medicare. That’s what they ALL said 4 years ago, and nothing happened, in fact, I saved Social Security and Medicare. I will not be cutting, but they will. Be careful!;16-Mar-2020 (02:51:02.000000)
The individual Governors of States, and local officials, must step up their efforts on drive up testing and testing sights, working in conjunction with @CDCgov and the Federal Government!;15-Mar-2020 (22:53:05.000000)
The Fake and Corrupt News never called Google. They said this was not true. Even in times such as these, they are not truthful. Watch for their apology, it won’t happen. More importantly, thank you to Google! https://t.co/AuvpbXNouW;15-Mar-2020 (18:08:35.000000)
"So now it is reported that, after destroying his life &amp; the life of his wonderful family (and many others also), the FBI, working in conjunction with the Justice Department, has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!";15-Mar-2020 (17:29:03.000000)
Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court, and our two great Justices. If a Republican did that, there would be an endless price to pay. Pathetic!;15-Mar-2020 (17:09:50.000000)
....The USA was never set up for this, just look at the catastrophe of the H1N1 Swine Flu (Biden in charge, 17,000 people lost, very late response time), but it soon will be. Great decision to close our China, and other, borders early. Saved many lives!;15-Mar-2020 (17:02:00.000000)
There will be a News Conference by the CoronaVirus Task Force today at the White House, 5 P.M. @VP  We are working closely with the Governors of our Country’s great States, which are a very big factor. They are working hard, along with us, to get the job properly done.....;15-Mar-2020 (17:02:00.000000)
We are doing very precise Medical Screenings at our airports. Pardon the interruptions and delays, we are moving as quickly as possible, but it is very important that we be vigilant and careful. We must get it right. Safety first!;15-Mar-2020 (16:34:23.000000)
I am watching a great and beautiful service by Pastor Jentezen Franklin. Thank you! @Jentezen;15-Mar-2020 (15:20:33.000000)
TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!;15-Mar-2020 (15:02:16.000000)
Great Job by Judicial Watch. Potentially a treasure trove. Too bad you are not given more help, but it will all work out! https://t.co/rTYq9YCj2Q;15-Mar-2020 (14:58:31.000000)
This took place in the Rose Garden, just coming out of a cold Winter! https://t.co/bjHEC9zZkC;15-Mar-2020 (14:49:20.000000)
Amazing how the Fake News never covers this. No Interest on Student Loans. The Dems are just talk! https://t.co/IexVDSYosP;15-Mar-2020 (14:45:29.000000)
Thank you Sara. Keep writing, great talent! https://t.co/ZMYHzicBcR;15-Mar-2020 (14:42:54.000000)
Thank you! https://t.co/fVGdP2Vxt8;15-Mar-2020 (14:35:37.000000)
https://t.co/XVPCplTDQn;15-Mar-2020 (01:49:27.000000)
Tomorrow I have called for a National Day of Prayer. I will be tuning in to Pastor @Jentezen at the @FreeChapel Church in Gainesville, Georgia at 11:00 AM EDT. God Bless the USA! https://t.co/mWYWOGJ1ye https://t.co/EWcHzEjFLH;14-Mar-2020 (23:03:49.000000)
The @CDCgov has published guidelines on https://t.co/p9j7kZsD7b to enable every American to respond to this epidemic and to protect themselves, their families and their communities.;14-Mar-2020 (19:13:34.000000)
Just had a nice conversation with Prime Minister @JustinTrudeau of Canada. Great to hear that his wonderful wife Sophie is doing very well. The United States and Canada will continue to coordinate closely together on COVID-19.;14-Mar-2020 (19:06:09.000000)
https://t.co/121KaqlSJQ;14-Mar-2020 (18:20:05.000000)
COVID-19 UPDATE https://t.co/xzSHlNiS9K;14-Mar-2020 (17:54:49.000000)
THE UNITED STATES LOVES ITALY! https://t.co/DESUJ4QM41;14-Mar-2020 (17:31:56.000000)
Just finished a meeting on Covid-19 in the Situation Room, news conference coming up shortly. https://t.co/JaNDpyMWjL https://t.co/x9lSEXjnea;14-Mar-2020 (16:14:08.000000)
News Conference at White House in 10 minutes.;14-Mar-2020 (15:57:29.000000)
SOCIAL DISTANCING!;14-Mar-2020 (13:47:24.000000)
Attending meetings on Covid-19 in the White House. Working with States and local governments, many of whom have done a great job. Full report latter!;14-Mar-2020 (13:45:56.000000)
BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!;14-Mar-2020 (12:08:12.000000)
Larry, I am not surprised that Candace was great. I would only be surprised if she wasn’t great! https://t.co/6DQJf9v9dX;14-Mar-2020 (12:02:56.000000)
"Good teamwork between Republicans &amp; Democrats as the House passes the big CoronaVirus Relief Bill. People really pulled together. Nice to see!";14-Mar-2020 (11:37:24.000000)
To those families and citizens who are worried and concerned for themselves and their loved ones, I want you to know that your Federal Government will unleash every authority, resource and tool at its disposal to safeguard the lives and health of our people. https://t.co/uVDY12vXAM;14-Mar-2020 (01:27:54.000000)
....the health and well-being of American families FIRST. Look forward to signing the final Bill, ASAP!;14-Mar-2020 (00:42:32.000000)
....the Secretary of the Treasury and the Secretary of Labor to issue regulations that will provide flexibility so that in no way will Small Businesses be hurt. I encourage all Republicans and Democrats to come together and VOTE YES! I will always put....;14-Mar-2020 (00:42:32.000000)
I fully support H.R. 6201: Families First CoronaVirus Response Act, which will be voted on in the House this evening. This Bill will follow my direction for free CoronaVirus tests, and paid sick leave for our impacted American workers. I have directed....;14-Mar-2020 (00:42:25.000000)
Americans are the strongest and most resilient people on earth...We will remove or eliminate every obstacle necessary to deliver our people the care that they need, and that they are entitled to. No resource will be spared. https://t.co/gySUqewd4u;13-Mar-2020 (23:10:37.000000)
....No matter where you may be, I encourage you to turn towards prayer in an act of faith. Together, we will easily PREVAIL!;13-Mar-2020 (22:54:37.000000)
It is my great honor to declare Sunday, March 15th as a National Day of Prayer. We are a Country that, throughout our history, has looked to God for protection and strength in times like these....;13-Mar-2020 (22:54:36.000000)
At my request, effective midnight tonight, Carnival, Royal Caribbean, Norwegian, and MSC have all agreed to suspend outbound cruises for thirty days. It is a great and important industry – it will be kept that way!;13-Mar-2020 (22:21:18.000000)
We will remove or eliminate every obstacle necessary to deliver our people the care they need. No resource will be spared! https://t.co/KcDZ9YoXZE;13-Mar-2020 (21:19:39.000000)
To unleash the full power of the Federal Government in this effort, today I am officially declaring a National Emergency. https://t.co/yu2GBcxWD6;13-Mar-2020 (21:00:16.000000)
I will be having a news conference today at 3:00 P.M., The White House. Topic: CoronaVirus!;13-Mar-2020 (14:55:34.000000)
To this point, and because we have had a very strong border policy, we have had 40 deaths related to CoronaVirus. If we had weak or open borders, that number would be many times higher!;13-Mar-2020 (14:52:59.000000)
"The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic &amp; physiological disadvantage. Should never have been this way. Also, STIMULATE!";13-Mar-2020 (13:44:29.000000)
"If you want to get money into the hands of people quickly &amp; efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!";13-Mar-2020 (12:30:48.000000)
.... Their response to H1N1 Swine Flu was a full scale disaster, with thousands dying, and nothing meaningful done to fix the testing problem, until now. The changes have been made and testing will soon happen on a very large scale basis. All Red Tape has been cut, ready to go!;13-Mar-2020 (10:22:19.000000)
For decades the @CDCgov looked at, and studied,  its testing system, but did nothing about it. It would always be inadequate and slow for a large scale pandemic, but a pandemic would never happen, they hoped. President Obama made changes that only complicated things further.....;13-Mar-2020 (10:22:17.000000)
“The Obama White House had to immediately issue an apology for Joe Biden’s remarks, and any alarm that he might have caused, an alarm about a Swine Flu outbreak that took 6 months for President Obama to declare a National Emergency, and that killed 12,000 Americans.” @LouDobbs;13-Mar-2020 (02:33:48.000000)
"Sleepy Joe Biden was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings &amp; a 78% Approval Rating, the highest on record. His was lowest!";13-Mar-2020 (02:20:56.000000)
Just had a great conversation with Prime Minister Abe of Japan. I told him that the just completed Olympic venue is magnificent. He has done an incredible job, one that will make him very proud. Good things will happen for Japan and their great Prime Minister. Lots of options!;13-Mar-2020 (01:58:02.000000)
108 countries are dealing with the CoronaVirus problem, some of which we are helping!;12-Mar-2020 (20:02:21.000000)
KEEPING THE WORKPLACE SAFE, ENCOURAGE YOUR EMPLOYEES TO.... https://t.co/Fgt0HTv2KU;12-Mar-2020 (18:02:02.000000)
KEEPING COMMERCIAL ESTABLISHMENTS SAFE, ENCOURAGE YOUR EMPLOYEES AND CUSTOMERS TO.... https://t.co/Fxx6DlHmPf;12-Mar-2020 (18:02:00.000000)
KEEPING THE SCHOOL SAFE, ENCOURAGE YOUR FACULTY, STAFF, AND STUDENTS TO.... https://t.co/mfLgNN3b19;12-Mar-2020 (18:01:57.000000)
KEEPING THE HOME SAFE, ENCOURAGE YOUR FAMILY MEMBERS TO.... https://t.co/2hUQuUvGQb;12-Mar-2020 (18:01:55.000000)
Many Republican Senators want me to Veto the FISA Bill until we find out what led to, and happened with, the illegal attempted “coup” of the duly elected President of the United States, and others!;12-Mar-2020 (14:44:36.000000)
“Nancy Pelosi all of a sudden doesn’t like the payroll tax cut, but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck, you’re going to take home more money.” @kilmeade @foxandfriends;12-Mar-2020 (10:15:43.000000)
"Hoping to get the payroll tax cut approved by both Republicans and Democrats, and please remember, very important for all countries &amp; businesses to know that trade will in no way be affected by the 30-day restriction on travel from Europe. The restriction stops people not goods.";12-Mar-2020 (02:13:32.000000)
https://t.co/YioC9eARdP;12-Mar-2020 (02:11:12.000000)
"The Media should view this as a time of unity and strength. We have a common enemy, actually, an enemy of the World, the CoronaVirus. We must beat it as quickly and safely as possible. There is nothing more important to me than the life &amp; safety of the United States!";11-Mar-2020 (22:04:26.000000)
I will be addressing the Nation this evening at 9:00 P.M. (Eastern) from the Oval Office.;11-Mar-2020 (20:44:36.000000)
I am fully prepared to use the full power of the Federal Government to deal with our current challenge of the CoronaVirus!;11-Mar-2020 (19:18:35.000000)
....We have the greatest healthcare system, experts, scientists and doctors anywhere in the world. Together, we will PREVAIL!;11-Mar-2020 (19:17:50.000000)
I want to thank all of our Great Government officials on the CoronaVirus Task Force who are working around the clock, in response to the CoronaVirus. Continue to check https://t.co/boZM2NePJW for updates, and follow all recommendations that are available....;11-Mar-2020 (19:17:50.000000)
....Together we are putting into policy a plan to prevent, detect, treat and create a vaccine against CoronaVirus to save lives in America and the world. America will get it done!;11-Mar-2020 (18:52:45.000000)
America is the Greatest Country in the world. We have the best scientists, doctors, nurses and health care professionals. They are amazing people who do phenomenal things every day....;11-Mar-2020 (18:52:44.000000)
Someone needs to tell the Democrats in Congress that CoronaVirus doesn’t care what party you are in. We need to protect ALL Americans!;11-Mar-2020 (18:50:10.000000)
"Vanity Fair Magazine, which will soon be out of business, and their third rate Fake reporters, who make up sources which don’t exist, wrote yet another phony &amp; boring hit piece. The facts are just the opposite. Our team is doing a great job with CoronaVirus!";11-Mar-2020 (14:22:00.000000)
Thank you Gavin. Team is doing a great job! https://t.co/gMeoMXT5Fe;11-Mar-2020 (14:08:11.000000)
THANK YOU IDAHO! #KAG2020 https://t.co/aNhwiYsx96;11-Mar-2020 (05:32:35.000000)
Pocahontas, working in conjunction with the Democrat Party, totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier, Sanders would have beaten Biden in a route, it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!;11-Mar-2020 (04:55:59.000000)
THANK YOU WASHINGTON! #KAG2020 https://t.co/h04VbW71TH;11-Mar-2020 (03:28:10.000000)
THANK YOU NORTH DAKOTA! #KAG2020 https://t.co/fOPyY03iyh;11-Mar-2020 (03:27:42.000000)
....(which is under siege), is strong on Crime and the Border, and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville, a winner, has my Complete and Total Endorsement. I love Alabama!;11-Mar-2020 (01:54:14.000000)
Tommy Tuberville (@TTuberville) is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG, or our Country, down! Tommy will protect your Second Amendment....;11-Mar-2020 (01:54:13.000000)
THANK YOU MICHIGAN! #KAG2020 https://t.co/9Ibuma0JfP;11-Mar-2020 (01:07:05.000000)
THANK YOU MISSOURI! #KAG2020 https://t.co/FH7NcIPqDp;11-Mar-2020 (00:55:26.000000)
THANK YOU MISSISSIPPI! #KAG2020 https://t.co/r4DRnssHya;11-Mar-2020 (00:52:39.000000)
Best unemployment numbers in the history of our Country. Best employment number EVER, almost 160 million people working right now. Vote Republican, unless you want to see these numbers obliterated!;10-Mar-2020 (21:59:35.000000)
If you like automobiles, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!;10-Mar-2020 (21:31:54.000000)
Great meeting on Capitol Hill with the @SenateGOP! https://t.co/eNB8zMRCup;10-Mar-2020 (18:41:08.000000)
Thank you @SenateGOP! https://t.co/XysOvXbTMF;10-Mar-2020 (16:44:33.000000)
Ronald Reagan’s great economist, the recipient of the Presidential Medal of Freedom, has just said great things about a Payroll Tax Cut!;10-Mar-2020 (14:48:18.000000)
Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!;10-Mar-2020 (14:44:11.000000)
Nancy Pelosi just said, “I don’t know if we can be ready this week.” In other words, it’s off to vacation for the Do Nothing Democrats. That’s been the story with them for 1 1/2 years!;10-Mar-2020 (14:42:24.000000)
There is another Russia, Russia, Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff, so I wouldn’t expect too much! @DHS_Wolf;10-Mar-2020 (14:28:57.000000)
The Federal Reserve must be a leader, not a very late follower, which it has been!;10-Mar-2020 (14:02:12.000000)
Our pathetic, slow moving Federal Reserve, headed by Jay Powell, who raised rates too fast and lowered too late, should get our Fed Rate down to the levels of our competitor nations. They now have as much as a two point advantage, with even bigger currency help. Also, stimulate!;10-Mar-2020 (14:00:07.000000)
Well deserved Jack. A great honor! https://t.co/Pb5aYSYNMP;10-Mar-2020 (13:48:19.000000)
